publication,category,language,website,email,phone,fax,address,city,province_state,zip_postal_code,country,subscribe,facebook,twitter,instagram,youtube
Practical Accountant,finance_publications,,n/a,,,,,,,,,,,,,
Practical Accounting,finance_publications,,www.practicalaccountingmagazine.co.uk,,,,,,,,UK,,,,,
Registered Rep,finance_publications,,www.registeredrep.com,,,,,,,,,,,,,
Risk & Insurance,finance_publications,,www.riskandinsurance.com,,,,,,,,,,,,,
Senior Market Advisor,finance_publications,,www.seniormarketadvisor.com,,,,,,,,,,,,,
SmartMoney,finance_publications,,www.smartmoney.com,,,,,,,,,,,,,
SMB Finance,finance_publications,,n/a,,,,,,,,,,,,,
U.S. Banker,finance_publications,,www.americanbanker.com,,,,,,,,US,,,,,
Wall Street & Technology,finance_publications,,www.wallstreetandtech.com,,,,,,,,US,,,,,
Business Ethics Magazine,human_resources_publications,,www.business-ethics.com,,,,,,,,,,,,,
Canaidan HR Professional,human_resources_publications,,www.canadianhrpress.ca,,,,,,,,Canada,,,,,
Global Pensions,human_resources_publications,,www.globalpensions.com,,,,,,,,,,,,,
HR Future,human_resources_publications,,www.hrfuture.net,,,,,,,,South Africa,,,,,
HR Magazine,human_resources_publications,,www.shrm.org/hrmagazine,,,,,,,,,,,,,
HR Magazine (UK),human_resources_publications,,www.hrmagazine.co.uk,,,,,,,,UK,,,,,
HRM Asia,human_resources_publications,,www.hrmasia.com,,,,,,,,,,,,,
HRO Today,human_resources_publications,,www.hrotoday.com,,,,,,,,,,,,,
Human Capital Magazine,human_resources_publications,,www.hcamag.com,,,,,,,,Australia,,,,,
Human Resources Executive,human_resources_publications,,www.hreonline.com,,,,,,,,,,,,,
Human Resources Leader,human_resources_publications,,www.hrleader.net.au,,,,,,,,Australia,,,,,
Incentive Magazine,human_resources_publications,,www.incentivemag.com,,,,,,,,,,,,,
People Management,human_resources_publications,,www.peoplemanagement.co.uk,,,,,,,,UK,,,,,
Plan Sponsor,human_resources_publications,,www.plansponsor.com,,,,,,,,,,,,,
Recruit Magazine,human_resources_publications,,www.recruitmagazine.com,,,,,,,,,,,,,
Recruiter,human_resources_publications,,www.recruiter.com,,,,,,,,,,,,,
The HR Director,human_resources_publications,,www.thehrdirector.com,,,,,,,,,,,,,
Training Journal,human_resources_publications,,www.trainingjournal.co.uk,,,,,,,,UK,,,,,
Workforce,human_resources_publications,,www.workforceonline.com,,,,,,,,,,,,,
Workplace Today,human_resources_publications,,www.hrtoday.com,,,,,,,,,,,,,
AV Technology,it_publications,,www.avtechnologyonline.com,,,,,,,,,,,,,
Bank Systems & Banking,it_publications,,www.banktech.com,,,,,,,,,,,,,
Bank Technology News,it_publications,,www.bankingtech.com,,,,,,,,,,,,,
Baseline,it_publications,,www.baselinemag.com,,,,,,,,,,,,,
Business Communications Review,it_publications,,www.bcr.com,,,,,,,,,,,,,
Business Solutions,it_publications,,www.bsminfo.com,,,,,,,,,,,,,
ChannelPro,it_publications,,www.channelprosmb.com,,,,,,,,,,,,,
CIO Digest,it_publications,,www.symantec.com,,,,,,,,,,,,,
CIO Insight,it_publications,,www.cioinsight.com,,,,,,,,,,,,,
Computing,it_publications,,www.computing.co.uk,,,,,,,,UK,,,,,
Converge!,it_publications,,www.convergedigest.com,,,,,,,,,,,,,
CRN,it_publications,,www.crn.com,,,,,,,,,,,,,
Defense Systems,it_publications,,www.defensesystems.com,,,,,,,,,,,,,
Digital Signage Magazine,it_publications,,www.digitalsignageweekly.com,,,,,,,,,,,,,
Embedded Systems Design,it_publications,,www.embedded.com/mag.htm,,,,,,,,,,,,,
Enterprise Network & Servers,it_publications,,www.enterprisenetworksandservers.com,,,,,,,,,,,,,
Federal Computer Week,it_publications,,www.fcw.com,,,,,,,,,,,,,
Government Technlogy,it_publications,,www.govtech.com,,,,,,,,,,,,,
IEEE Spectrum,it_publications,,www.spectrum.ieee.org,,,,,,,,,,,,,
Info World,it_publications,,www.infoworld.com,,,,,,,,,,,,,
Information Week,it_publications,,www.informationweek.com,,,,,,,,,,,,,
Infosecurity US,it_publications,,www.infosecurity-us.com,,,,,,,,US,,,,,
Insurance & Technology,it_publications,,www.insurancetech.com,,,,,,,,,,,,,
Integrated Solutions,it_publications,,www.fieldtechnologiesonline.com,,,,,,,,,,,,,
Integrated Solutions for Retailers,it_publications,,www.retailsolutionsonline.com,,,,,,,,,,,,,
Internet Protocol Journal,it_publications,,www.cisco.com/ipj,,,,,,,,,,,,,
Internet Week,it_publications,,www.internetweek.com,,,,,,,,,,,,,
Internet World Daily,it_publications,,www.internetworld.com,,,,,,,,,,,,,
IT Professional,it_publications,,www.computer.org/itpro,,,,,,,,,,,,,
LightWave,it_publications,,www.light-wave.com,,,,,,,,,,,,,
Mainframe Execuitve,it_publications,,www.mainframezone.com,,,,,,,,,,,,,
MissionCritical Communications,it_publications,,www.rrimag.com,,,,,,,,,,,,,
NASA Tech Briefs,it_publications,,www.techbriefs.com,,,,,,,,,,,,,
NetNotify,it_publications,,www.netcent.com,,,,,,,,,,,,,
Netware Connection,it_publications,,www.nwconnection.com,,,,,,,,,,,,,
Network Magazine,it_publications,,www.networkmagazine.com,,,,,,,,,,,,,
Oracle Magazine,it_publications,,www.oracle.com/oramag/index.html,,,,,,,,,,,,,
Packet,it_publications,,www.cisco.com/warp/public/784/packet,,,,,,,,,,,,,
Profit Magazine,it_publications,,www.profitguide.com,,,,,,,,,,,,,
Public CIO,it_publications,,www.govtech.com/pcio,,,,,,,,,,,,,
Pulver.com,it_publications,,www.pulver.com,,,,,,,,,,,,,
Red Herring,it_publications,,www.redherring.com,,,,,,,,,,,,,
SD Times,it_publications,,www.sdtimes.com,,,,,,,,,,,,,
Sun World,it_publications,,www.sun.com/sunworldonline,,,,,,,,,,,,,
Tech & Learning,it_publications,,www.techlearning.com,,,,,,,,,,,,,
Telecommunications,it_publications,,www.telecommagazine.com,,,,,,,,,,,,,
TeleDotCom,it_publications,,www.teledotcom.com,,,,,,,,,,,,,
Telephony World,it_publications,,www.telephonyworld.com,,,,,,,,,,,,,
Wall Street & Technology,it_publications,,www.wallstreetandtech.com,,,,,,,,,,,,,
Wired,it_publications,,www.wired.com/news,,,,,,,,,,,,,
z/Journal,it_publications,,www.zjournal.com,,,,,,,,,,,,,
3PL Wire,logistics_publications,,www.3plwire.com,,,,,,,,,,,,,
Business & Commercial Aviation,logistics_publications,,www.aviationweek.com,,,,,,,,,,,,,
Overhaul & Maintenance,logistics_publications,,www.aviationweek.com/avweek1/om_marketing_page.jsp,,,,,,,,,,,,,
Commercial Carrier Journal,logistics_publications,,www.ccjdigital.com,,,,,,,,,,,,,
DC Velocity,logistics_publications,,www.dcvelocity.com,,,,,,,,,,,,,
Fleet Owner,logistics_publications,,www.fleetowner.com,,,,,,,,,,,,,
GPS World,logistics_publications,,www.gpsworld.com,,,,,,,,,,,,,
Inbound Logistics,logistics_publications,,www.inboundlogistics.com,,,,,,,,,,,,,
Manufacturing & Logistics IT,logistics_publications,,www.logisticsit.com,,,,,,,,,,,,,
Logistics Management,logistics_publications,,www.logisticsmgmt.com,,,,,,,,,,,,,
Logistics Manager,logistics_publications,,www.logisticsmgmt.com,,,,,,,,,,,,,
Logistics Quarterly,logistics_publications,,www.logisticsquarterly.com,,,,,,,,,,,,,
Logistics Today,logistics_publications,,www.logisticstoday.com,,,,,,,,,,,,,
Logistics World,logistics_publications,,www.logisticsworld.com,,,,,,,,,,,,,
Supply Chain Digest,logistics_publications,,www.scdigest.com,,,,,,,,,,,,,
Supply Chain Management Review,logistics_publications,,www.scmr.com,,,,,,,,,,,,,
Supply & Demand Chain Executive,logistics_publications,,www.sdcexec.com,,,,,,,,,,,,,
Successful Dealer,logistics_publications,,www.successfuldealer.com,,,,,,,,,,,,,
World Trade Logistics Journal,logistics_publications,,www.worldtrademag.com,,,,,,,,,,,,,
Aviation Week & Space Technology,purchasing_&_procurement_publications,,www.aviationweek.com,,,,,,,,,,,,,
BusinessTown.com,purchasing_&_procurement_publications,,www.businesstown.com,,,,,,,,,,,,,
BUSRide,purchasing_&_procurement_publications,,www.busride.com,,,,,,,,,,,,,
DC Velocity,purchasing_&_procurement_publications,,www.dcvelocity.com,,,,,,,,,,,,,
Electronic Buyer's News,purchasing_&_procurement_publications,,www.ebnonline.com,,,,,,,,,,,,,
Electronics Purchasing Guide to Distribution,purchasing_&_procurement_publications,,www.theepgd.com,,,,,,,,,,,,,
Government Product News,purchasing_&_procurement_publications,,www.govpro.com,,,,,,,,,,,,,
Healthcare Purchasing News,purchasing_&_procurement_publications,,www.hpnonline.com,,,,,,,,,,,,,
Journal of Internet Purchasing,purchasing_&_procurement_publications,,www.arrydev.com,,,,,,,,,,,,,
Material Handling Management,purchasing_&_procurement_publications,,www.mhmonline.com,,,,,,,,,,,,,
Modern Purchasing,purchasing_&_procurement_publications,,www.modernpurchasing.com,,,,,,,,,,,,,
Procurement Professional Magazine,purchasing_&_procurement_publications,,www.cips.org,,,,,,,,Australia,,,,,
Purchasing B2B,purchasing_&_procurement_publications,,www.rogerspublishing.ca/portfolio/business/purchasing_b2b/index.htm,,,,,,,,Canada,,,,,
Purchasing Magazine,purchasing_&_procurement_publications,,www.purchasing.com,,,,,,,,,,,,,
PurchasingGuide.com,purchasing_&_procurement_publications,,www.purchasingguide.com,,,,,,,,,,,,,
SeaFood Business,purchasing_&_procurement_publications,,www.seafoodbusiness.com,,,,,,,,,,,,,
Summit Magazine,purchasing_&_procurement_publications,,www.summitconnects.com,,,,,,,,Canada,,,,,
Supply & Demand Chain Executive,purchasing_&_procurement_publications,,www.sdcexec.com,,,,,,,,,,,,,
Supply Management,purchasing_&_procurement_publications,,www.supplymanagement.com,,,,,,,,,,,,,
The Value Chain,purchasing_&_procurement_publications,,www.iwvaluechain.com,,,,,,,,,,,,,
All About ROI,retail_publications,,www.allaboutroimag.com,,,,,,,,,,,,,
Apparel,retail_publications,,www.worldapparel.com,,2127565000,,,,,,US,,,,,
Archery Business,retail_publications,,n/a,,,,,,,,,,,,,
Cards & Payments (Payment Source),retail_publications,,www.paymentsource.com,,,,,,,,,,,,,
Chain Drug Review,retail_publications,,www.chaindrugreview.com,,2122136000,,,,,,US,,,,,
Chain Store Age,retail_publications,,www.chainstoreage.com,,2127566000,,,,,,US,,,,,
Convenience Store News,retail_publications,,www.csnews.com,,6466544500,,,,,,US,,,,,
CustomRetailer,retail_publications,,www.customretailer.net,,,,,,,,,,,,,
Dealerscope,retail_publications,,www.dealerscope.com,,,,,,,,,,,,,
DNR (Daily News Record),retail_publications,,www.dnrnews.com,,8003601700,,,,,,US,,,,,
Drapers Record,retail_publications,,www.drapersrecord.com,,44002075058000,,,,,,UK,,,,,
Drug Store News,retail_publications,,www.drugstorenews.com,,2127565000,,,,,,US,,,,,
E-Commerce Times,retail_publications,,www.ecommercetimes.com,,,,,,,,,,,,,
Eyecare Business,retail_publications,,www.eyecarebusiness.com,,,,,,,,,,,,,
Food Arts,retail_publications,,www.foodarts.com,,,,,,,,,,,,,
Home Channel News,retail_publications,,www.homechannelnews.com,,2127565000,,,,,,US,,,,,
Integrated Solutions for Retailers,retail_publications,,www.retailsolutionsonline.com,,,,,,,,,,,,,
Internet Retailer,retail_publications,,www.internetretailer.com,,3123629529,,,,,,,,,,,
Intimo Piu Mare,retail_publications,,www.intimopiumare.com,,,,,,,,Italy,,,,,
Journal du Textile,retail_publications,,www.journaldutextile.com,,330143572189,,,,,,France,,,,,
Leatherworld,retail_publications,,www.leatherworld.com,,,,,,,,,,,,,
Lebensmittel Zeitung,retail_publications,,www.lz-net.de,,49069759501,,,,,,Germany,,,,,
Libre Service Actualités,retail_publications,,www.lsa.fr,,330156794100,,,,,,France,,,,,
Logistica Moderna,retail_publications,,www.logisticamoderna.com,,21023484501,,,,,,Spain,,,,,
Logistics Management,retail_publications,,www.logisticsmgmt.com,,7817348000,,,,,,US,,,,,
Mark Up,retail_publications,,www.mark-up.it,,02057316011,,,,,,Italy,,,,,
Mass Market Retailers,retail_publications,,www.massmarketretailers.com,,2122136000,,,,,,US,,,,,
Modern Material Handlers,retail_publications,,www.mmh.com,,6467466400,,,,,,US,,,,,
Multichannel Merchant,retail_publications,,www.multichannelmerchant.com,,,,,,,,,,,,,
National Petroleum News,retail_publications,,www.petroretail.net/npn,,3128464600,,,,,,US,,,,,
NICHE Magazine,retail_publications,,www.nichemagazine.com,,,,,,,,,,,,,
Petfood Industry,retail_publications,,www.petfoodindustry.com,,,,,,,,,,,,,
Points de Vente,retail_publications,,www.pointsdevente.com,,330142742800,,,,,,France,,,,,
Post News,retail_publications,,n/a,rb@epostnews.com,44001935881245,,,,,,UK,,,,,
Progressive Grocer,retail_publications,,www.progressivegrover.com,,6466544500,,,,,,US,,,,,
Radical Teacher,retail_publications,,,,,,,,,,,,,,,
Refrigerated and Frozen Food Retailer,retail_publications,,www.rffretailer.com,,,,,,,,,,,,,
Retail Asia,retail_publications,,www.retailasiaonline.com,,6563387816,,,,,,Singapore,,,,,
Retail Automation,retail_publications,,www.rmdp.co.uk,,,,,,,,UK,,,,,
Retail Operations & Construction Magazine,retail_publications,,www.rocmag.com,,,,,,,,,,,,,
Retail Systems,retail_publications,,www.retail-systems.com,,44002074260424,,,,,,UK,,,,,
Retail Technology,retail_publications,,www.retailtechnology.co.uk,,44001895421111,,,,,,UK,,,,,
Retail Theft,retail_publications,,www.retailtheft.com,,,,,,,,,,,,,
Retail Week,retail_publications,,www.retail-week.com,,44002075058000,,,,,,UK,,,,,
Retail World,retail_publications,,www.retail-world.com,,44002075058000,,,,,,UK,,,,,
Retailing Today,retail_publications,,www.dsnretailingtoday.com,,2127565000,,,,,,US,,,,,
RIS News,retail_publications,,www.risnews.com,,9732520100,,,,,,US,,,,,
SeaFood Business,retail_publications,,www.seafoodbusiness.com,,,,,,,,,,,,,
STORES Magazine,retail_publications,,www.stores.org,,2026268101,,,,,,,,,,,
Supermarket News,retail_publications,,www.supermarketnews.com,,8002476622,,,,,,US,,,,,
Supply Chain Management,retail_publications,,www.manufacturing.net/scm,,44007817348652,,,,,,UK,,,,,
Supply Chain Manufacturing & Logistics,retail_publications,,www.scs-mag.com,,6035631631,,,,,,US,,,,,
Textil Wirtschaft and Textil Mitteilungen,retail_publications,,www.twnetwork.de,,4906975951311,,,,,,Germany,,,,,
Textile Asia,retail_publications,,www.textileasia-businesspress.com,,85225233744,,,,,,Hong Kong,,,,,
The Retail Bulletin,retail_publications,,www.theretailbulletin.com,,44001737734955,,,,,,UK,,,,,
The Retail Digest,retail_publications,,,,,,,,,,,,,,,
Tire Business,retail_publications,,www.tirebusiness.com,,,,,,,,,,,,,
Vertical Systems Reseller (VSR),retail_publications,,www.verticalsystemsreseller.com,,9732520100,,,,,,US,,,,,
Women's Wear Daily (WWD),retail_publications,,www.wwd.com,,8002476622,,,,,,US,,,,,
Air Cargo World,transportation_publications,,www.aircargoworld.com,,,,,,,,,,,,,
Air Traffic Management,transportation_publications,,www.airtrafficmanagement.net,,,,,,,,,,,,,
Aircraft Economics,transportation_publications,,www.aircrafteconomics.com,,,,,,,,,,,,,
Aircraft Maintenance Technology,transportation_publications,,www.amtonline.com,,,,,,,,,,,,,
Airfinance Journal,transportation_publications,,www.aircrafteconomics.com,,,,,,,,,,,,,
Airframe Construction International,transportation_publications,,www.airframeconstruction.com,,,,,,,,,,,,,
American Trucker,transportation_publications,,www.trucker.com,,,,,,,,,,,,,
AmericanShipper.com,transportation_publications,,www.americanshipper.com,,,,,,,,,,,,,
Aviation International News,transportation_publications,,www.ainonline.com,,,,,,,,,,,,,
Aviation Now,transportation_publications,,www.aviationnow.com,,,,,,,,,,,,,
Buses Magazine,transportation_publications,,www.busesmag.com,,,,,,,,,,,,,
BUSRide,transportation_publications,,www.busride.com,,,,,,,,,,,,,
Coach & Bus Week,transportation_publications,,www.cbwonline.com,,,,,,,,,,,,,
Commericial Carrier Journal,transportation_publications,,www.ccjmagazine.com,,,,,,,,,,,,,
eTrucker.net,transportation_publications,,www.etrucker.net,,,,,,,,,,,,,
European Business Air News,transportation_publications,,www.ebanmagazine.com,,,,,,,,,,,,,
Eurotransport,transportation_publications,,www.eurotransportmagazine.com,,,,,,,,,,,,,
Fleet Owner,transportation_publications,,www.fleetowner.com,,,,,,,,,,,,,
FlightGlobal.com,transportation_publications,,www.flightglobal.com,,,,,,,,,,,,,
FOD News,transportation_publications,,www.fodnews.com,,,,,,,,,,,,,
gCaptain,transportation_publications,,www.gcaptain.com,,,,,,,,,,,,,
International Railway Journal,transportation_publications,,www.railjournal.com,,,,,,,,,,,,,
Journal of Air Transportation World Wide,transportation_publications,,www.cid.unomaha.edu/~jatww,,,,,,,,,,,,,
Land Line Magazine,transportation_publications,,www.landlinemag.com,,,,,,,,,,,,,
Landings,transportation_publications,,www.landings.com,,,,,,,,,,,,,
Light & Medium Truck,transportation_publications,,www.lmtruck.com,,,,,,,,,,,,,
Limousine Digest,transportation_publications,,www.limodigest.com,,,,,,,,,,,,,
Marine Log,transportation_publications,,www.marinelog.com,,,,,,,,,,,,,
Maritime Press,transportation_publications,,www.maritimepress.com,,,,,,,,,,,,,
Metro Magazine,transportation_publications,,www.metromag.com,,,,,,,,,,,,,
Middle East Aviation,transportation_publications,,www.phoenix-pubs.com,,,,,,,,,,,,,
Moorad Shipping News,transportation_publications,,n/a,,,,,,,,,,,,,
MOTOR Magazine,transportation_publications,,www.motor.com/category.asp?category=magazine,,,,,,,,,,,,,
Overdrive,transportation_publications,,www.overdriveonline.com,,,,,,,,,,,,,
Port Development International,transportation_publications,,www.worldportdevelopment.com,,,,,,,,,,,,,
Professional Van & Light Truck,transportation_publications,,www.vanandlighttruck.co.uk,,,,,,,,UK,,,,,
Progressive Railroading,transportation_publications,,www.progressiverailroading.com,,,,,,,,,,,,,
Railway Age,transportation_publications,,wwww.railwayage.com,,,,,,,,,,,,,
Scientific American Newsletter,transportation_publications,,www.sanewsletters.com,,,,,,,,,,,,,
Shai,transportation_publications,,www.shipping.co.il,,,,,,,,,,,,,
Speednews,transportation_publications,,www.speednews.com,,,,,,,,,,,,,
The Courier Times,transportation_publications,,www.couriertimes.com,,,,,,,,,,,,,
The Urban Transportation Monitor,transportation_publications,,www.urban-transportation-monitor.com,,,,,,,,,,,,,
Traffic World,transportation_publications,,www.trafficworld.com,,,,,,,,,,,,,
Transport News,transportation_publications,,www.transportnews.com,,,,,,,,,,,,,
Transport Topics,transportation_publications,,www.ttnews.com,,,,,,,,,,,,,
Transportation Communications,transportation_publications,,www.transport-communications.blogspot.com,,,,,,,,,,,,,
Truck 'N Trailer Magazine,transportation_publications,,www.truckntrailer.com,,,,,,,,,,,,,
Truckers News,transportation_publications,,www.truckersnews.com,,,,,,,,,,,,,
Western Maritime,transportation_publications,,www.westernmaritime.com,,,,,,,,,,,,,
Work Boat,transportation_publications,,www.workboat.com,,,,,,,,,,,,,
